id,quesm2,ativcolm2,forum5,forum6,forum7,ativcolm2r,quesm2r,forum8,forum2r,aprovado,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r
10651,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
10652,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
10656,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10658,0,1,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,1,0,0
10676,0,1,0,0,0,1,1,0,1,Sim,0,1,1,1,1,1,0,1,1
10687,0,1,1,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
10696,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
10716,1,0,0,1,1,0,0,0,0,Não,0,1,1,1,0,0,0,0,0
10737,1,1,1,0,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10744,1,0,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,0,0,0
10760,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10761,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,0,0,1,0,0
10769,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10772,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10776,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,1,0
10784,1,0,0,0,0,0,0,0,0,Não,1,0,0,0,0,0,0,0,0
10810,1,1,0,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
10817,1,0,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
10835,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10844,1,1,1,0,1,0,1,1,0,Sim,0,1,1,1,1,1,1,0,0
10846,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10859,1,1,1,1,0,0,0,1,1,Sim,1,1,1,1,1,1,1,1,1
10872,1,1,1,1,1,0,0,0,0,Sim,0,1,1,0,0,0,1,0,1
10873,1,1,0,1,0,0,0,0,1,Sim,1,1,0,1,1,1,1,0,1
10876,1,1,1,1,0,0,0,0,0,Sim,1,1,1,1,1,1,1,0,1
10897,0,1,1,1,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
